'12487',SEEMANCHAL EXP ,18
'12484',ASR KCVL EXPRES,26
'12485',NED SGNR EXPRES,26
'12488',SEEMANCHAL EXP ,25
'12489',BKN DDR SF EXP ,20
'15603',INTER CITY EXP ,35
'83132',DNR GRD LINK EX,34
'15909',ABADH ASSAM EXP,96
'15605',JTTN INTERCITY ,32
'15604',INTERCITY  EXP ,35
'19577',HAPA EXPRESS   ,29
'11111',GD SUSHASAN EXP,11
'11110',LJN JHS INT EXP,11
'11112',GWL SUSHASAN EX,11
'58530',VSKP DURG PAS  ,61
'17313',MAS HUBLI EXP  ,17
'19034',GUJARAT QUEEN  ,27
'19574',JP OKHA EXP    ,20
'17315',VELANKANNI EXP ,25
'51033',SHIRDI FAST PAS,27
'51030',BJP BB FAST PAS,34
'17319',SECUNDRABAD EXP,22
'12828',PRR HWH EXP    ,15
'03236',DNR SBG SPL    ,29
'03235',SBG DNR SPECIAL,27
'12824',CHTSGRH S KRNTI,14
'12825',JHRKHND S KRANT,12
'12826',JHRKHND S KRNTI,13
'12827',HWH PRR EXP    ,15
'12820',ORISSA S KRNTI ,17
'12821',DHAULI EXP     ,14
'12822',DHAULI EXP     ,15
'12823',C G SMPRK KRNTI,13
'11025',BSL PUNE EXP   ,19
'11024',SAHYADRI EXP   ,31
'11027',CHENNAI MAIL   ,52
'11026',PUNE BSL EXP   ,19
'11021',TIRUNELVELI EXP,40
'11020',KONARK EXPRESS ,39
'11023',SAHYADRI EXPRES,29
'11022',CHALUKYA  EXP  ,39
'15054',LJN CPR EXP    ,13
'15057',GKP ANVT EXP   ,8
'11029',KOYNA EXPRESS  ,35
'11028',MUMBAI MAIL    ,52
'15052',GKP KOLKATA EXP,23
'15053',CPR LJN EXP    ,13
'19579',RJT DEE EXPRESS,24
'19108',JANMABHOOMI EXP,19
'16501',ADI YPR EXPRESS,25
'17031',HYDERABAD EXP  ,28
'55322',RMR BSB EXPRESS,47
'22649',YERCAUD EXPRESS,19
'22648',KORBA EXPRESS  ,56
'14265',BSB DDN EXP    ,55
'22643',PATNA EXPRESS  ,46
'22642',SHM TVC SF EXP ,37
'22641',SHALIMAR EXP   ,39
'22640',CHENNAI EXPRESS,28
'22647',KRBA TVC EXPRES,56
'14266',DDN BSB EXPRESS,50
'22645',AHILYANAGARI EX,53
'22644',PNBE ERS EXPRES,43
'14260',BSB RMM EXPRESS,37
'17037',SC BKN EXP     ,29
'16129',MS TN LINK EXP ,23
'16128',GUV CHENNAI EXP,48
'16125',MS JODHPUR EXP ,27
'16127',MS GURUVAYUR EX,49
'16126',JU MS EXPRESS  ,27
'19601',UDZ NJP EXP    ,29
'22849',SHM SC WKLY EXP,20
'16650',PARASURAM EXP  ,54
'12729',PUNE NANDED EXP,16
'12728',GODAVARI EXP   ,21
'12727',GODAVARI EXP   ,21
'12726',INTERCITY EXP  ,15
'12725',INTERCITY EXP  ,15
'12724',A P EXPRESS    ,18
'12723',A P EXP        ,18
'12722',DAKSHIN EXPRESS,74
'12721',NIZAMUDDIN EXP ,48
'12720',HYB AII SUP EXP,22
'56904',DWR SUR PASSENG,31
'56903',SUR DHARWAR PAS,32
'56101',CHENNAI EXPRESS,7
'21126',BIX INDB EXP   ,16
'21125',INDORE BHIND EX,19
'17639',KCG AK EXP     ,21
'57272',RGDA BZA PASS  ,70
'22443',CNB BDTS SF    ,22
'57271',RAYAGADA PSGNR ,67
'17617',TAPOVAN EXPRESS,21
'16231',MYSORE EXPRESS ,26
'16230',BSB MYS EXP    ,35
'16232',MAILADUTURAI EX,29
'16235',MYSORE  EXP    ,36
'16236',TUTICORIN EXP  ,36
'12039',KGM ANVT SHT   ,8
'12038',LDH NDLS SHTBDI,7
'22447',KURJ NZM EXP   ,9
'12033',CNB NDLS SHT   ,4
'12032',AMRITSAR SHTBDI,8
'12031',AMRITSAR SHTBDI,9
'12030',SWARNA SHTBDI  ,8
'12037',NDLS LDH SHTBDI,7
'12036',AF JP SHATABDI ,4
'12035',JP AF SHATABDI ,4
'12034',NDLS CNB SHT   ,4
'16506',GANDHIDHAM EXP ,34
'22907',MAO HAPA SUP EX,19
'16505',GIMB SBC EXPRES,34
'16345',NETRAVATI EXP  ,47
'16344',AMRITHA EXPRESS,21
'16347',MANGALORE EXP  ,50
'16346',NETRAVATHI EXP ,47
'16341',TRIVANDRUM EXP ,25
'16340',MUMBAI EXPRESS ,40
'16343',AMRITHA EXPRESS,21
'16342',GURUVAYUR EXP  ,23
'16349',RAJYA RANI EXP ,23
'16348',TRIVANDRUM EXP ,49
'12107',LUCKNOW SUP EXP,11
'12106',VIDARBHA EXPRES,25
'12105',VIDARBHA EXPRES,24
'12104',LJN PUNE EXP   ,13
'12103',PA LUCKNOW EXP ,14
'12102',JNANESWARISUPDL,16
'12101',JNANESWARI DELX,16
'12247',BDTS NZM YUVA E,7
'12109',PANCHAVATI EXP ,10
'12108',LJN LTT EXPRESS,11
'05028',SUVIDHA SPL    ,7
'13332',PNBE DHN EXPRES,22
'05027',SUVDHA SPL     ,7
'57306',GNT KCG  PASS  ,56
'58838',CWA RMO NGP PAS,15
'57305',KCGGNT PASS    ,78
'22681',CHENNAI EXPRESS,12
'22680',SVDK YPR PREMIU,7
'58835',NGP RMO CWA PAS,19
'58837',NGP RMO CWA PAS,15
'16864',MQ BGKT EXP    ,43
'22812',BUBNESWR RJDHNI,14
'13185',GANGASAGAR EXP ,22
'13186',GANGA SAGAR EXP,22
'13187',SDAH RPH EXP   ,10
'22816',ERS BILASPUR EX,25
'22817',HWH MYS EXPRESS,21
'22814',PRDP SRC SF EXP,12
'22815',BSP ERS S F EXP,24
'22818',MYS HOWRAH EXP ,22
'13188',RPH SDAH EXP   ,10
'14888',BARMER  KLK EXP,39
'14889',JU MBF LINK EXP,2
'15934',ASR DBRG EXPRES,39
'14887',KLK BME EXPRESS,44
'12213',DURONTO EXPRESS,19
'12212',MFP GARIB RATH ,12
'12211',ANVT GARIB RATH,12
'12210',CNB GARIB RATH ,9
'12217',SAMPARK KRANTHI,21
'12216',DEE GARIBRATH  ,18
'12215',DEE BDTS G RATH,18
'12214',YPR DURONTO EXP,19
'53140',JSME KOAA PGS  ,18
'12219',SC DURONTO EXP ,6
'12218',KERLA S KRANTI ,21
'15026',ANVT MAU EXP   ,11
'14866',MARUDHAR EXPRES,34
'14864',MARUDHAR EXPRES,32
'14865',MARUDHAR EXPRES,33
'14646',SHALIMAR EXP   ,29
'14863',MARUDHAR EXPRES,31
'14645',SHALIMAR EXP   ,30
'14649',SARYU YAMUNA EX,64
'14213',BSB GD INTERCIT,11
'22603',KGP VM SF EXP  ,20
'13071',HWH JMP EXPRESS,21
'13072',JMP HWH EXP    ,21
'12251',WAINGANGA EXP  ,27
'14212',INTERCITY EXP  ,16
'18437',BBS BWIP LINK E,32
'18438',BWIP BBS LINK E,32
'12921',FLYING RANEE   ,14
'12920',MALWA EXPRESS  ,44
'12923',INDB NAGPUR EXP,12
'12922',FLYING RANEE   ,14
'12925',PASCHIM EXPRESS,47
'12924',NGP INDORE EXP ,12
'12927',VADODARA EXP   ,6
'12926',PASCHIM EXPRESS,41
'12928',VADODARA EXP   ,6
'14033',JAMMU MAIL     ,35
'10215',MADGAON ERS EXP,14
'10216',MADGAON EXPRESS,14
'04408',DLI DBG SPL    ,14
'59460',VRL BCT PASS EX,32
'04405',LKO NDLS SPL   ,5
'04404',ANVT LKO SPL   ,5
'04407',DLI SPL        ,14
'04406',NDLS LKO SPL   ,5
'04401',ANVT SVDK SPL  ,12
'04403',LKO ANVT SPL   ,5
'04402',SVDK ANVT SPL  ,12
'14214',GD BSB INTERCIT,11
'15933',DBRG ASR EXPRES,39
'15930',DBRG MS EXPRESS,53
'08302',YPR SBP EXP    ,26
'08301',SBP YPR SPECIAL,26
'22464',RJSTHN S KRNTI ,11
'59547',OKHA PASSENGER ,52
'59013',BHUSAVAL PASS  ,32
'59014',SURAT PASSENGER,31
'15118',JBP MUV EXPRESS,10
'19037',AVADH EXPRESS  ,67
'15115',CPR DLI EXP    ,42
'15117',MUV JBP EXPRES ,10
'15116',DLI CPR EXP    ,42
'15111',MUV  INTERCITY ,14
'15110',BUDHPURNIMA EXP,19
'59548',OKHA ADI PASS  ,48
'15112',CPR INTERCITY  ,14
'11108',BUNDELKHAND EXP,36
'11109',JHS LJN  INT EX,11
'11102',GWL PUNE EXP   ,23
'11103',JHS BDTS EXP   ,21
'11101',PUNE GWALIOR EX,23
'11106',PRATHAM S SNGRM,22
'11107',BUNDELKHAND EXP,30
'11104',BDTS JHANSI EXP,21
'11105',PRATHAM S S EXP,22
'07239',PUSHKARAM SPL  ,12
'12859',GITANJALI EXP  ,27
'12858',TAMRALIPTA EXP ,8
'12589',GKP SC EXPRESS ,31
'12588',JAMMU GKP EXP  ,18
'15232',GONDIA BJU EXP ,32
'12851',BSP MAS EXP    ,17
'12850',PA BILASPUR EXP,18
'12581',MUV NDLS S F EX,7
'12852',BILASPUR EXPRES,17
'12855',NAGPUR INTERCIT,16
'12854',AMARKANTAK EXP ,31
'12857',TAMRALIPTA EXP ,8
'08891',BSP SVDK SPL   ,41
'11036',SHARAVATI  EXP ,26
'11037',PA GORAKHPUR EX,19
'11034',DBG PUNE EXP   ,30
'11035',SHARAVATHI EXP ,27
'11032',BJP SUR EXP    ,5
'11033',DARBHANGA EXP  ,32
'11030',KOYNA EXPRESS  ,35
'11031',SUR BIJAPUR EXP,5
'15021',SHM GKP EXPRESS,15
'15023',GKP YPR EXP    ,25
'15022',GKP SHM EXPRESS,15
'15025',MAU ANVT EXPRES,11
'15024',YPR GKP EXP    ,26
'11038',GKP PUNE EXPRES,17
'11039',MAHARASHTRA EXP,122
'22654',NZM TVC SF EXP ,29
'22655',TVC NZM EXPRESS,29
'06948',UBL VSG LINK EX,9
'22650',YERCAUD EXP    ,18
'22651',PALANI EXPRESS ,16
'22652',PALANI MAS EXP ,17
'22653',NIZAMUDDIN  EXP,29
'57257',KAKINADA PSGR  ,92
'07301',TALGUPPA EXP   ,15
'15622',ANVT KYQ EXPRES,25
'22387',BLACKDIAMOND EX,16
'12455',DEE BKN SF EXP ,21
'12454',NDLS RNC RJDHNI,9
'12457',DEE BKN  S F EX,15
'12456',BKN DEE SF EXP ,21
'12451',SHRAM SHKTI EXP,3
'12450',GOA SMPRK K EXP,14
'12453',RNC NDLS RAJ EX,8
'12452',SHRAM SHKTI EXP,3
'12459',NDLSASR EXPRESS,15
'12458',BKN DEE S F EXP,15
'16593',NED SBC EXP    ,45
'19020',DEHRADUN EXP   ,92
'16594',SBC NANDED EXP ,44
'12258',YESVANTPUR EXP ,21
'16649',PARASURAM EXP  ,56
'19614',ASR AII EXP    ,27
'19612',ASR AJMER EXP  ,31
'19613',AJMER ASR EXP  ,27
'16130',TN MS LINK EXP ,22
'19611',AJMER ASR EXP  ,32
'12738',GOUTAMI EXP    ,21
'12739',VSKP GARIB RATH,12
'06544',YESVANTPUR EXP ,11
'06542',PVR YPR SPECIAL,15
'06543',YPR  CBE EXP   ,11
'06541',YPR PVR EXP    ,20
'12730',PUNE EXPRESS   ,16
'12731',TPTY SC EXP    ,15
'12732',SC TPTY SUP EXP,15
'12733',NARAYANADRI EXP,23
'12734',NARAYANADRI EXP,23
'12735',YPR GARIB RATH ,14
'12736',SC GARIB RATH  ,11
'12737',GOUTAMI EXP    ,21
'16003',MAS NSL EXPRESS,26
'16004',NSL MAS WKLY EX,27
'25631',BKN GHY EXPRESS,33
'16734',RAMESWARAM EXP ,43
'17609',PNBE  PAU EXP  ,17
'16733',RMM OKHA EXPRES,43
'17606',KCG  MAQ  EXP  ,30
'17605',MAQ KCG EXPRESS,30
'17604',KACHEGUDA EXP  ,18
'17603',KCG YPR EXP    ,39
'12024',JANSHATABDI EXP,14
'12025',SHATABDI EXP   ,8
'12026',PUNE SHATABDI  ,9
'12027',SHATABDI EXP   ,4
'12020',SHATABDI EXPRES,10
'12021',BBN JANSHATABDI,10
'12022',BBN JANSHATABDI,10
'12023',JANSHATABDI EXP,14
'12028',SHATABDI EXP   ,4
'13512',TATANAGAR  EXP ,10
'13511',TATA ASN EXP   ,9
'13510',GD ASN EXPRESS ,22
'22890',PURI DGHA SUP E,13
'12688',DDN MDU SF EXP ,32
'19580',DEE RJT EXP    ,45
'53181',LALGOLA PASS   ,34
'12583',ANVT DOUBLE DKR,5
'16354',KACHEGUDA EXP  ,29
'16352',NCJ MUMBAI EXP ,47
'16353',KCG NCJ EXP    ,31
'16350',RAJYA RANI EXP ,23
'12582',NDLS MUV SF EXP,7
'22893',SNSI HWH SUP EX,16
'12853',AMARKANTAK EXP ,30
'16359',ERS PATNA EXP  ,47
'12110',PANCHAVTI EXP  ,10
'12111',CSTM AMRAVATI E,15
'12112',AMRAVATI CSTM E,15
'12113',NAGPUR GARIBRAT,10
'12114',PUNE GARIBRATH ,9
'12115',SIDDHESHWAR EXP,16
'12116',SIDDHESWAR EXP ,15
'12117',LTT MANMAD EXP ,10
'12118',MANMAD LTT EXP ,10
'12587',AMAR NATH EXP  ,18
'13466',INTERCITY EXP  ,15
'13465',INTERCITY EXP  ,15
'51455',PUNE SUR PASS  ,32
'52588',DJ KGN NG TRAIN,5
'52587',KGN DJ NG TRAIN,5
'12856',BSP INTERCITY  ,17
'15029',GKP PUNE EXP   ,20
'15028',MAURYA EXPRESS ,50
'22451',CDG SUP FAST   ,24
'22829',BHUJ SHM EXP   ,31
'22828',SURAT PURI EXP ,18
'22827',PURI SURAT EXP ,18
'14512',NAUCHANDI EXP  ,28
'22825',SHM MAS SF EXP ,24
'22824',BUBNESWR RJDHNI,15
'22823',BBS RAJDHANI EX,14
'14511',NAUCHANDI EXP  ,40
'22456',KLK SNSI SF EXP,15
'12208',KGM GARIB RATH ,16
'12209',KGM GARIB RATH ,9
'12204',SHC GARIB RATH ,25
'12205',NANDA DEVI EXP ,8
'12206',NANDA DEVI EXP ,8
'12207',JAMMU GARIB RAT,16
'12201',KCVL GARIB RATH,25
'12202',LTT GARIB RATH ,25
'12203',GARIB RATH EXP ,24
'14853',MARUDHAR EXPRES,35
'58221',CHRM CHD PGR   ,20
'58222',CHD CHRM PGR   ,20
'59307',INDB AII LINK E,34
'14854',MARUDHAR EXPRES,36
'08243',BSP BGKTSPECIAL,33
'58229',BSP REWA FST PG,38
'15639',PURI GHY EXPRES,27
'14674',SHAHEED EXP    ,57
'14673',SHAHEED EXPRESS,59
'08246',BKN BSP SPL    ,33
'08245',BSP BKN SPECIAL,33
