SNKR,20
DNK ,30
KRAI,50
KKLU,20
BWI ,40
MLGT,40
GJS ,20
LLD ,10
MDN ,360
DHA ,20
GWV ,40
UJN ,1080
PGTN,20
KMME,140
UGD ,20
KMS ,90
JTRD,20
MJF ,240
SAI ,20
BZG ,20
BET ,40
BGVN,150
CRW ,10
TETA,60
BH  ,1270
KGLE,180
BJW ,40
CNK ,40
HRW ,20
JTR ,20
NMGY,20
KMSD,20
ARE ,20
ALPR,10
KMSI,20
BEF ,40
NIQ ,80
TAKL,10
SM  ,170
DS  ,20
KMST,60
NBG ,120
AHLR,20
RMY ,20
BSQP,140
BHJA,20
TDD ,690
BDDR,20
MDNR,190
GUV ,40
PPG ,30
IGP ,1050
MBNL,80
BUL ,40
KOI ,80
DNKL,410
KLDI,40
HLN ,120
NU  ,660
API ,20
MBNR,480
PGT ,1050
DHR ,10
BWIP,20
CHJ ,90
DKAE,110
HNK ,40
JHN ,80
KRND,160
VRG ,40
NOK ,380
DUD ,120
TAR ,20
CLD ,10
AKJ ,60
KRNR,120
BEHS,70
BEHR,80
ABR ,930
PNE ,180
ANSB,100
SNJL,20
GWD ,400
BSRX,100
JDN ,20
TKRI,60
BLT ,100
CSTM,1010
SME ,60
KWP ,20
DJRZ,60
GHQ ,120
SYQ ,20
SKI ,160
MNF ,80
SBD ,60
GUH ,10
DWX ,660
MMV ,60
TKR ,110
IKR ,30
RUL ,20
ROK ,510
SDV ,60
KHTG,50
SYC ,30
SC  ,1700
SBV ,120
VR  ,130
SBLJ,20
MRK ,200
MMKB,10
SMET,100
PUL ,170
KIAT,20
S   ,90
DRL ,100
BEH ,120
BQA ,400
HNMN,30
MO  ,100
DPH ,10
KPN ,250
KGB ,170
NBI ,120
CLG ,240
QRP ,90
NYG ,40
AKT ,250
KGP ,1750
NTZ ,40
WNG ,50
KNPR,10
NFK ,690
JKE ,130
DTRA,20
LDX ,20
UKR ,40
MCU ,60
NRZB,130
KATI,140
KATL,270
MBA ,180
ANA ,30
RDG ,20
UMB ,2060
GDL ,160
PDA ,10
KHTU,20
UTR ,40
ABH ,60
JWL ,40
MOU ,160
SY  ,260
DG  ,740
BMCK,60
MTC ,540
GPAE,20
PNYA,50
PERN,100
AMSA,60
LKT ,40
SZY ,20
COI ,550
TWG ,80
PNK ,180
KDTN,70
DRR ,40
SNV ,40
KRP ,40
MTU ,40
UAM ,40
PSDA,40
PER ,420
OKD ,20
BRGT,20
SWE ,40
RJN ,560
JNU ,420
BRD ,380
KRPR,40
AMS ,10
MQQ ,20
BAL ,80
KDT ,20
GRCP,20
AXK ,20
SGND,80
NAK ,20
BTH ,180
SK  ,20
SRC ,860
DAJ ,60
PBV ,20
ANAS,40
KHT ,300
PLCJ,170
BIRD,320
IBL ,40
NVRD,40
CHE ,790
ZARP,20
RHN ,20
OKHA,300
BLQR,100
DGR ,1300
BGBR,140
TBM ,600
KLJ ,20
OBVP,80
POK ,40
NRL ,30
TTB ,60
SAP ,260
KUR ,1910
RE  ,780
PMK ,160
SDM ,20
DXG ,100
KSB ,240
JEUR,190
DARA,30
ALM ,40
LOV ,40
AGN ,140
CHV ,200
ZPL ,60
HCP ,160
CBN ,20
TLJ ,40
UTD ,40
MHU ,20
HAA ,20
KNJ ,100
MNI ,150
PRLI,260
NNR ,120
DVH ,40
JRU ,170
VRD ,10
KAP ,30
VRVL,30
KPKD,60
RNPR,80
MHV ,20
RDUM,80
KWN ,20
KPRD,40
SQN ,70
CCI ,20
PTH ,20
YP  ,40
JRG ,20
HSX ,20
BHV ,20
BRH ,60
BSB ,2010
GID ,180
RNGG,20
BRGL,10
PRL ,40
LC  ,160
POU ,40
AUWA,20
NNGE,40
NAC ,170
TBV ,50
NJM ,40
PMKT,30
MGC ,60
BPC ,100
BRVR,20
SAPE,40
ACND,130
DGDG,20
PJR ,20
RGO ,260
SLB ,120
SSN ,20
BEW ,40
GKP ,1360
KP  ,160
OSA ,20
NAM ,80
BTT ,500
BDM ,120
OMLF,20
BSPN,20
NDR ,30
KBL ,240
BSPX,40
BXP ,60
ATU ,60
SL  ,180
DBU ,110
BSPR,60
BHDR,10
TPND,40
LSI ,240
MUA ,20
HFZ ,40
PTZ ,40
SEU ,70
TORI,220
VXD ,40
PMY ,390
ADI ,2550
MWM ,100
SOR ,50
CPP ,180
NGA ,60
KJN ,220
BYT ,730
RMF ,20
MBM ,200
KSPR,20
MKB ,110
KXH ,40
ZPI ,30
RDDE,10
TMLU,20
HIP ,20
GALE,20
BWH ,120
PKW ,310
NGAN,20
ADIJ,10
SORO,180
AI  ,120
GMTO,30
OML ,60
UKH ,40
MOM ,10
IZN ,60
ED  ,1620
BSP ,1290
MNV ,200
GTK ,80
BHD ,30
BTTR,240
GELA,40
BMKD,30
BAGD,20
BJP ,240
HDD ,40
HRT ,40
DUB ,80
DHD ,680
DKO ,140
KK  ,170
PBKS,20
ARD ,20
JTS ,20
GHPU,40
GDU ,40
BGUA,20
PDKN,80
DKRA,10
VARD,100
BEY ,80
PDKT,160
GW  ,30
CND ,160
BXN ,410
KGM ,160
SFW ,80
BONA,230
SDGH,80
KLX ,20
NMX ,60
RGS ,100
BAQ ,480
PUN ,20
ULA ,60
LCAE,20
PGW ,760
KTMA,140
TL  ,60
RS  ,20
TAC ,40
KMN ,10
VSKP,2010
KKM ,120
VKR ,80
NN  ,230
VT  ,10
UBR ,110
MLG ,50
SBG ,300
KMNR,60
DR  ,1100
PIZ ,70
DBI ,40
KONY,50
NZB ,410
AS  ,40
SVHE,80
HZR ,20
KMNC,240
DOZ ,20
DUSI,20
CLX ,650
KYE ,240
GMH ,60
LAUL,20
BGU ,80
BZN ,80
TCN ,20
NANA,40
KFH ,20
CNDB,40
CNDM,80
LBG ,70
SMP ,40
SIHO,20
STL ,170
Y   ,40
GLNA,20
BIH ,440
HMG ,20
GRBL,40
NAND,20
DRSN,120
KRSH,10
JW  ,20
KRSL,40
SRP ,100
MRJ ,630
SBY ,20
THAN,210
HKG ,100
KTHD,10
KDMR,40
TJ  ,300
KIS ,20
BLNR,20
MCVM,20
ALB ,60
SVH ,40
KRA ,60
GBB ,30
KJJ ,20
UKA ,20
TU  ,360
ALLP,490
KMLR,20
ANR ,170
BGK ,180
BLNI,20
PDU ,60
SXT ,40
VM  ,940
DMH ,20
GRB ,20
BGKT,250
MCV ,20
RQP ,60
KGQ ,720
URI ,380
MYY ,80
NVS ,650
PMPE,20
SDUA,20
SEO ,110
BTSR,10
LDA ,30
JOR ,80
KRAR,280
KWGN,20
SMPA,40
DUI ,460
NANR,20
BKL ,40
CAN ,920
NZT ,20
LKW ,20
DOL ,160
MMVR,20
BTE ,790
SMPR,60
GPR ,60
JCL ,160
WRC ,20
STLR,40
JND ,140
KHED,150
GKL ,30
SRPJ,40
MME ,20
LKA ,240
UHR ,190
URGA,10
PAIL,10
SWNI,10
RDRA,150
AMP ,230
BMB ,250
BRE ,90
SHAN,10
BPR ,60
RJO ,40
SNC ,20
PK  ,20
CMX ,20
BTI ,500
CDM ,280
LRJ ,670
TLKH,40
RPL ,20
KRV ,20
MRPL,20
UDZ ,270
BNN ,190
PBW ,20
SKR ,20
HTK ,160
NPL ,40
CHD ,150
KNP ,60
LMNR,40
DGU ,40
CAP ,390
NNN ,100
CTND,60
KCG ,550
NRM ,20
SRBA,10
SNQ ,40
SBI ,360
DGG ,420
KJU ,20
CAPE,180
NGR ,170
NHN ,110
KRS ,60
UHL ,80
KPQ ,180
SGO ,630
LNK ,60
DBKA,40
SUR ,1000
DPU ,430
CDMR,70
DIA ,80
AMPA,200
DDA ,80
BPRD,240
CD  ,700
GDA ,560
MYG ,200
KDSD,40
GTX ,40
AMPR,20
KLNK,40
BTIC,30
DRS ,20
KNE ,1170
KVR ,530
DOH ,20
AT  ,20
ODM ,80
RIG ,450
KEN ,20
RNQ ,160
LPH ,40
BHW ,260
YPD ,60
SEI ,20
JIT ,20
DEEG,20
AIG ,20
JUR ,20
POT ,20
LPNR,30
REN ,60
RJY ,1890
COR ,460
BRW ,20
KVLS,20
DJ  ,120
AZR ,140
FZD ,400
GVN ,290
CIT ,60
GGAR,50
KQK ,60
SVJR,220
BNW ,160
BAKA,20
SUL ,10
SURL,20
CQA ,20
BDJ ,500
BRWD,230
KDO ,20
EDD ,40
BTU ,40
BBO ,10
BFR ,30
SLO ,1350
MYA ,380
ATT ,20
DBV ,20
GTLM,20
SURI,200
NAZJ,40
GOY ,140
TTU ,20
KLG ,60
SAC ,40
JBL ,20
WSA ,40
DXR ,40
HRG ,30
GTNR,90
JITE,40
ADH ,260
KJG ,40
SOS ,60
SCKR,60
PKD ,120
HHD ,20
DEE ,620
DPUR,20
TOU ,40
CHCR,20
VNA ,70
SOA ,60
VCN ,20
KYT ,20
DISA,80
SSA ,60
SDH ,20
SLF ,20
ROU ,870
CNGR,660
BAI ,20
MONR,20
BHKD,30
RNC ,620
VEER,80
TRO ,160
JTB ,30
WIRR,20
BPKA,40
DOE ,60
KOTI,20
BJQ ,30
RN  ,620
DBEC,60
DHE ,40
PPC ,50
HJL ,20
ARK ,20
KBRV,100
AJ  ,10
GOGH,60
BQQ ,30
UVD ,110
LNT ,20
FTD ,20
BUQ ,90
BHET,50
MLHA,100
IB  ,40
AVS ,20
MVW ,20
GPY ,20
DKC ,10
BFD ,40
TCR ,1490
BAP ,420
GUX ,40
DSPN,20
MKX ,70
ABI ,20
APK ,20
YT  ,80
KH  ,20
DSPT,30
KKJ ,40
ABS ,170
SJQ ,40
KSE ,40
PSD ,50
GHLE,20
JJK ,170
TDH ,10
SVKS,20
BLX ,50
HCNR,40
GT  ,60
JHL ,390
SHSK,60
LTRR,300
MJ  ,860
SVKD,20
PST ,40
KPLL,20
NOI ,50
KMK ,20
KPLE,20
ABP ,390
RBGJ,120
JDL ,40
CPK ,310
MYL ,40
ADT ,60
BJ  ,30
BWSN,10
HTZU,80
PDD ,40
KYF ,60
SMQL,40
KHDI,20
SSPD,20
KUA ,80
STKT,120
BZO ,30
SDF ,60
KWV ,640
CCA ,40
KHDB,30
NLKR,40
PBH ,510
MHT ,20
BGTA,60
MQU ,40
ROI ,20
BZY ,50
BWS ,20
GMIA,60
LBN ,20
DD  ,1170
ADTL,40
HVR ,370
SDT ,60
CGI ,40
BIK ,20
ADTP,100
KHD ,10
HBS ,20
HTZ ,490
DLGN,110
KIT ,140
NW  ,150
LTR ,70
ICL ,30
BCN ,270
DRB ,20
TAPA,160
DLD ,50
JJKR,930
RBG ,100
RASP,60
SEE ,710
UBC ,410
KPL ,40
CLE ,20
KPZ ,80
DPJ ,210
DMO ,570
LRU ,20
KRR ,500
SGL ,220
WTR ,70
TEN ,500
VML ,20
MRWS,20
SEH ,500
MA  ,90
UKL ,30
YKA ,20
BLO ,20
KCVL,280
CHKE,40
KEF ,40
SYWN,30
ANO ,40
KQE ,20
MAUR,120
MOW ,10
HTE ,320
JWB ,180
SGRL,190
SGRM,20
PCLI,20
NDW ,20
SPE ,330
SGRD,20
SGRE,20
KHE ,10
SNP ,370
SGRA,120
THB ,190
PBM ,20
MKDD,80
JWP ,130
KAV ,20
JLW ,50
SZM ,360
PEP ,50
KZK ,130
MRIJ,20
MKDI,20
BLWR,10
MAU ,490
DRPH,30
MAGH,40
AMQ ,20
BPS ,20
GRMT,10
SPLE,20
PCL ,20
SGR ,100
GRMR,100
NDAE,250
BNO ,40
KON ,20
TKN ,70
SGLA,110
SRE ,1070
PLMD,20
DDJ ,190
RPD ,90
KLZ ,20
KCV ,20
FKM ,170
HKH ,40
VL  ,60
DGT ,40
SA  ,1540
KCD ,80
AHA ,530
ASV ,20
PNM ,60
RUM ,40
KLH ,20
SAR ,20
WND ,40
POE ,70
NNO ,140
GTW ,50
BRPT,10
TUX ,40
KJT ,720
KAH ,70
PVRD,120
JPG ,60
MHAD,20
HMI ,20
BHTR,140
KPP ,190
SMLG,20
BHTN,20
ZRDE,60
BHTL,40
PDG ,60
BHTK,80
KD  ,20
MNO ,50
CTH ,60
JP  ,1720
RWJ ,40
JRW ,20
KND ,110
VINH,40
VPT ,580
CKK ,20
PVR ,160
RNR ,350
GDV ,310
BVH ,270
GTM ,50
KNDP,20
JRWN,40
PTJ ,600
GHH ,110
KDLR,20
MSO ,20
BHT ,20
PHA ,210
AMG ,140
MTY ,230
HDB ,60
CE  ,40
BPRS,20
BPA ,370
JAMA,20
GMDN,20
BOG ,40
ANGL,430
BTD ,200
NPNR,170
AYRN,40
LMO ,20
DUN ,20
PAI ,20
RGM ,60
SHNR,120
PED ,20
RJT ,790
KFI ,20
KDN ,40
BTR ,20
KHRS,20
SHNX,40
GGN ,610
ANT ,20
ANKX,360
TDU ,340
SHNG,10
WADI,680
SLN ,500
VND ,40
SQR ,40
JGR ,40
CTTP,20
JAL ,40
NEO ,80
KRW ,20
PFM ,230
MLY ,180
MET ,190
VLD ,20
BJRI,150
DSA ,340
TFGN,20
PPR ,70
THA ,20
LLGM,20
SONI,40
CPDR,40
NGO ,400
RG  ,20
DNX ,20
JSME,1160
HRR ,370
IQG ,20
PMU ,20
DKJR,20
LSE ,10
BJR ,20
PPD ,40
CPD ,70
SFG ,60
DSS ,330
RMH ,40
SADP,140
BWN ,1520
DNV ,40
GANG,40
VNB ,20
GJL ,220
JSM ,150
CEL ,40
GANL,20
NCR ,60
SJN ,90
KN  ,20
YSI ,20
JIA ,10
BTRA,40
BCU ,80
KDNL,20
CTT ,20
FA  ,770
NRPD,20
EKR ,40
TRL ,350
MUP ,10
MLK ,60
SWC ,30
RKD ,110
FDK ,140
KMH ,20
AMC ,20
BLPE,20
JJG ,100
TAA ,20
RTG ,10
DNDI,40
ARJ ,410
TGM ,40
PTLI,20
NIR ,90
ROZA,200
LTA ,70
SVX ,60
CLVR,20
BUP ,340
MPH ,40
GCT ,300
KXT ,40
NMZ ,160
DWK ,300
BFE ,10
KTKH,40
DIR ,20
KTKL,20
KOL ,40
KTKA,10
DBY ,20
GLY ,20
SJP ,680
GOL ,130
JUC ,900
KOLR,20
TSF ,20
NMT ,60
AK  ,1130
WKI ,310
NYH ,20
KSX ,100
NZD ,100
TR  ,60
AKR ,60
MOF ,70
IPM ,270
DND ,70
CHPT,20
CPJ ,160
SPT ,370
TMV ,320
YLM ,300
RTGH,160
SDE ,100
VAT ,40
NIRA,70
BUPH,20
KTV ,170
LGCE,20
DING,20
URK ,10
KSP ,20
PDW ,60
BWR ,60
CHTI,30
DCU ,20
SMR ,160
GNR ,30
KWE ,40
NPS ,80
MRHT,80
LXR ,20
SKB ,420
PUE ,20
KTYM,680
SRR ,1120
MTDM,20
RAL ,40
PLNI,20
ALNI,10
WRS ,40
SHR ,330
DMNJ,60
HEM ,80
SNSI,220
MCPE,20
NBL ,110
UKC ,40
ANND,1690
BXR ,840
KGA ,90
DMN ,300
TGQ ,80
SNS ,10
SALI,20
NIDI,20
JUP ,10
CUX ,40
ALN ,10
KRCD,20
KIUL,1340
JPV ,70
KPA ,40
JKB ,20
DPE ,20
CNPR,40
MEM ,40
JAJ ,1050
BIJR,40
DXN ,100
GNP ,120
ROHA,230
RAIR,270
RRGA,10
GRL ,80
VDN ,30
MTD ,710
NH  ,470
STJT,10
SRRG,20
CLDY,150
BMR ,20
HQR ,20
MOZ ,440
DGW ,20
MB  ,1960
BMD ,80
UREN,60
PC  ,250
DDCE,40
BPP ,460
CBSA,60
KNGN,60
BRG ,40
KQR ,630
JKPR,40
SNM ,40
JGJ ,40
KMJ ,20
SGS ,50
KUTL,20
KEG ,40
SASR,60
MPR ,20
TUNG,60
RFJ ,170
HAS ,160
JOA ,60
FSP ,80
NHLN,40
BRB ,20
SKP ,160
CAR ,370
SASN,140
VJP ,40
JAT ,1030
PSE ,30
SKPT,20
AAM ,20
TGRL,20
KLYT,20
BTG ,40
NRO ,20
LKU ,220
LSX ,50
KCNR,20
SAS ,20
VJPJ,180
CLO ,20
DGI ,70
SKPI,20
RHMA,40
TNA ,1460
BRGW,20
THMR,20
CMZ ,60
BLZ ,120
GPH ,120
FHT ,20
AGI ,100
YLG ,40
JPD ,20
PAO ,100
MXO ,20
KAWR,500
BRGA,420
AJE ,100
RDP ,40
TKJ ,300
GDG ,380
KRBA,70
BNR ,100
DVG ,490
BQP ,20
MULK,100
MGLE,20
PRKE,20
JSP ,90
CBE ,1240
GTL ,990
NGNT,130
ODC ,20
TET ,40
BVI ,1200
MGLP,10
SCI ,100
KLPG,40
BGHI,60
OPL ,20
AUBR,350
PSV ,40
MSH ,890
BHU ,20
BBAI,50
NGP ,2430
KTJ ,40
RWH ,20
KJW ,20
BAR ,20
BPF ,130
DHRY,20
MDPB,40
BTSD,30
HDA ,80
SAL ,10
NMKL,60
BOF ,80
NJP ,1260
KUTI,20
BDHY,20
RGL ,150
BDHT,10
LMN ,100
PCQ ,20
SSM ,570
PKF ,60
KDM ,200
GGD ,40
BKTL,30
BPRH,10
MKS ,20
SUNR,780
NAN ,40
LKMN,40
BTS ,80
CMDP,20
BDH ,40
MDP ,1090
MPY ,40
SLM ,20
DBG ,480
LKMR,60
RGB ,20
BFT ,40
KOJ ,530
KBA ,20
NMK ,100
WKA ,20
MGL ,20
PTKP,20
KLE ,20
HKL ,20
AUB ,240
FK  ,350
VLE ,40
JBN ,40
FTS ,60
STD ,40
SRX ,10
DHU ,40
PTKC,920
BHUJ,160
PFR ,100
DHRJ,20
KJI ,60
CKHS,20
CPU ,290
NGN ,210
RGPM,20
HRS ,250
DHG ,200
KKGM,20
JRS ,20
LJR ,70
SOG ,180
BUA ,100
PMT ,60
OTR ,10
RBA ,40
BARH,600
KO  ,60
BARL,30
BWM ,400
CEM ,40
RNE ,60
BATL,120
MNM ,200
CTS ,20
VKA ,20
NLS ,20
KKHT,40
AKE ,80
BCT ,430
MSZ ,140
CSA ,140
KYX ,30
BJMD,60
TIW ,70
SHM ,260
MJBK,80
NYK ,20
KMI ,40
HSA ,100
PASA,100
RLL ,20
MLV ,100
PTT ,20
RSG ,40
BHI ,20
BRLY,20
KID ,40
TGL ,40
SHC ,120
SWD ,40
KDTR,40
SDRA,20
CNA ,160
GADH,20
IDH ,200
MJBT,20
KIM ,160
MDB ,30
BOZ ,20
KONN,10
GAYA,1000
GBA ,120
RGP ,60
SDD ,40
GRN ,20
QSR ,20
KJZ ,40
ULB ,140
TMGN,20
GEA ,30
SOGR,40
SHZ ,60
BAO ,30
GNO ,40
DNWH,40
TSA ,30
HN  ,60
ULT ,130
KRBP,160
JMG ,40
BELA,60
KTCR,20
GNA ,60
BWL ,50
MOG ,70
KRBO,20
HGH ,80
TTZ ,40
ANI ,40
LNR ,30
BXM ,20
AKU ,20
IPL ,70
GQL ,70
LGB ,20
JVN ,340
MWT ,40
CLU ,70
PDPL,170
BGZ ,330
BGHU,20
LLJ ,20
SPK ,40
JOM ,40
CU  ,40
LXA ,20
BME ,100
TUA ,40
DLI ,1270
PDP ,40
SGV ,40
KYJ ,940
ADVI,60
BGH ,50
GAM ,80
DNEA,20
KUU ,80
UDM ,40
PBD ,20
NLI ,40
SMAE,10
HPG ,20
SRU ,150
SNN ,20
WRR ,150
BSAE,20
AKN ,180
LKD ,20
LTT ,1270
AGR ,40
KIV ,20
KNLP,20
FM  ,40
CNS ,80
DBLA,20
MOGA,40
VLG ,20
VGE ,30
AD  ,540
BQM ,20
SBHR,60
SRGT,60
HW  ,660
TKHE,40
TGP ,20
RBS ,60
IDGH,20
DMM ,880
MGVK,20
TEL ,890
DTVL,40
MCQ ,40
PLO ,270
NKE ,180
DAVM,20
SRGM,270
BLM ,290
JKA ,40
GNS ,90
GBP ,20
SBZ ,120
NCH ,40
GRO ,20
KDPR,320
MRG ,20
SNLR,40
BKI ,590
CAA ,140
ABD ,40
MOI ,40
BMU ,20
TRAN,20
AKP ,700
GRY ,110
NUJ ,20
BKG ,80
ACL ,50
MRGA,300
HIJ ,280
SEN ,20
LPN ,20
UAA ,20
GNST,10
PEN ,40
CSZ ,60
KDP ,180
SGP ,150
NNE ,20
BPQ ,1160
SNL ,40
KRSA,20
VAK ,530
TKH ,20
SGBJ,20
BZU ,840
PBR ,140
KRTH,20
UMN ,20
NK  ,1330
RSA ,20
KNT ,80
AN  ,400
KCT ,20
SNRR,40
SI  ,40
BLMK,20
AQG ,110
NRLR,180
CHI ,380
KHH ,20
TELO,10
RECH,30
BNS ,20
PB  ,260
BRRG,260
BTBR,20
KSNG,420
VRH ,20
DAD ,20
RPAR,120
SAT ,40
KUN ,480
RPAN,60
KLV ,50
GRRU,130
KAJ ,40
VLT ,20
GTST,10
PCN ,40
PLY ,100
GBE ,10
MVE ,20
JPE ,170
KPV ,140
SBC ,1170
MNSR,80
MHQ ,40
KASU,40
PAN ,250
SED ,20
PVPT,250
DVD ,970
UGWE,40
MXN ,390
SID ,240
HUP ,560
PVP ,320
CVP ,540
DEL ,30
VPR ,80
CKI ,360
IJK ,340
AMY ,20
DDV ,10
RNT ,20
JRC ,1170
VPDA,30
GTS ,170
MAHE,260
MJS ,70
KSV ,250
JMQ ,20
RWO ,20
NBM ,40
BNSA,20
RKSN,200
VDS ,220
VN  ,220
AME ,470
JYP ,80
KSN ,160
DGHR,20
BRR ,180
TBAE,20
TTLA,20
OBR ,130
KAJG,50
BOE ,680
PARD,50
KZQ ,20
BDI ,60
MDS ,250
GNW ,30
KDL ,20
NCB ,740
UR  ,60
BIWK,10
LMC ,20
BTP ,120
BSLE,20
NMJ ,80
LPI ,290
JMS ,40
PTK ,170
HWX ,20
KUX ,30
HRPG,40
DRLA,10
ML  ,10
KLD ,560
PRH ,60
DEHR,80
HRB ,80
MMZ ,20
MLMR,620
SF  ,20
MUM ,20
PPT ,180
CPT ,210
KPTN,120
HPLE,20
RMJK,20
KJH ,260
MLM ,20
R   ,1410
PRF ,110
MGME,40
CGN ,110
TPJ ,850
PYG ,20
DQR ,20
DNT ,20
